subType,name,block,type,numLanes,project,route,length,dateInstalled
STRPRD,E MONUMENT ST,1600 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,116.05697278,0
STRPRD,E MONUMENT ST,1700 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,191.34447659,0
STRPRD,E MONUMENT ST,1700 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,729.15174766999996,0
STRPRD,E MONUMENT ST,1900 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,370.15429947000001,0
STRPRD,E MONUMENT ST,2000 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,231.37941412000001,0
STRPRD,E MONUMENT ST,2000 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,251.38747459999999,0
STRPRD,E MOUNT ROYAL AVE,100 BLK E MOUNT ROYAL AVE,SHARROW,1,OPERATION ORANGE CONE, ,322.81075149999998,2008
STRPRD,E MOUNT ROYAL AVE,100 BLK E MOUNT ROYAL AVE,SHARROW,1,OPERATION ORANGE CONE, ,327.94417394999999,2008
STRPRD,E MOUNT ROYAL AVE,200 BLK E MOUNT ROYAL AVE,SHARROW,1,OPERATION ORANGE CONE, ,189.68456821999999,2008
STRPRD,E MOUNT ROYAL AVE,200 BLK E MOUNT ROYAL AVE,SHARROW,1,OPERATION ORANGE CONE, ,191.78523519000001,2008
STRPRD,E MOUNT ROYAL AVE,200 BLK E MOUNT ROYAL AVE,SHARROW,1,OPERATION ORANGE CONE, ,429.68549037000002,2008
STRPRD,E PRATT ST, ,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,48.816822979999998,2009
STRPRD,E PRATT ST,100 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,398.46180741000001,2009
STRPRD,E PRATT ST,200 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,194.77764284,2009
STRPRD,E PRATT ST,200 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,206.3300974,2009
STRPRD,E PRATT ST,300 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,207.49482749000001,2009
STRPRD,E PRATT ST,400 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,366.34259492000001,2009
STRPRD,E PRATT ST,500 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,542.75118877,2009
STRPRD,E PRATT ST,700 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,305.74562405,2009
STRPRD,E PRATT ST,700 BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,382.99154436999999,2009
STRPRD,E PRATT ST,UNIT BLK E PRATT ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,376.48881833000002,2009
STRPRD,E UNIVERSITY PKWY, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,56.633867700000003,2007
STRPRD,E UNIVERSITY PKWY, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,58.806612729999998,2007
STRPRD,E UNIVERSITY PKWY, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,67.401316230000006,2007
STRPRD,E UNIVERSITY PKWY,100 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,379.84443491000002,2007
STRPRD,E UNIVERSITY PKWY,100 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,421.61736106000001,2007
STRPRD,E UNIVERSITY PKWY,200 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,241.64510104999999,2007
STRPRD,E UNIVERSITY PKWY,200 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,277.82448539000001,2007
STRPRD,E UNIVERSITY PKWY,300 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,192.87566673000001,2007
STRPRD,E UNIVERSITY PKWY,300 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,192.89582386999999,2007
STRPRD,E UNIVERSITY PKWY,300 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,203.35182552000001,2007
STRPRD,E UNIVERSITY PKWY,300 BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,290.21362183999997,2007
STRPRD,E UNIVERSITY PKWY,UNIT BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,236.92112279,2007
STRPRD,E UNIVERSITY PKWY,UNIT BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,290.52462546999999,2007
STRPRD,E UNIVERSITY PKWY,UNIT BLK E UNIVERSITY PKWY,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,594.61463349999997,2007
STRPRD,EASTERN AVE,4200 BLK EASTERN AVE,SIDEPATH,1,ENGINEERING CONSTRUCTION, ,612.11585482999999,2008
STRPRD,EASTERN AVE,4300 BLK EASTERN AVE,SIDEPATH,1,ENGINEERING CONSTRUCTION, ,639.09076973000003,2008
STRPRD,EASTERN AVE,4500 BLK EASTERN AVE,SIDEPATH,1,ENGINEERING CONSTRUCTION, ,192.33590852,2008
STRPRD,ECHODALE AVE, ,SHARROW,2,OPERATION ORANGE CONE, ,42.016572240000002,2010
STRPRD,ECHODALE AVE, ,SHARROW,2,OPERATION ORANGE CONE, ,168.73273889999999,2010
STRPRD,ECHODALE AVE,3000 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,1083.8946164500001,2010
STRPRD,ECHODALE AVE,3300 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,560.75965842000005,2010
STRPRD,ECHODALE AVE,3400 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,143.26128965000001,2010
STRPRD,ECHODALE AVE,3400 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,234.67430142000001,2010
STRPRD,ECHODALE AVE,3500 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,139.57277364999999,2010
STRPRD,ECHODALE AVE,3600 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,135.52934286999999,2010
STRPRD,ECHODALE AVE,3600 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,160.27472304,2010
STRPRD,ECHODALE AVE,3600 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,274.99363650999999,2010
STRPRD,ECHODALE AVE,3700 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,123.04099582000001,2010
STRPRD,ECHODALE AVE,3700 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,247.88432313999999,2010
STRPRD,ECHODALE AVE,3700 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,287.62317935999999,2010
STRPRD,ECHODALE AVE,3800 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,150.74006482999999,2010
STRPRD,ECHODALE AVE,3800 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,297.92515744999997,2010
STRPRD,ECHODALE AVE,3900 BLK ECHODALE AVE,SHARROW,2,OPERATION ORANGE CONE, ,145.03507836,2010
STRPRD,EDMONDSON AVE, ,BIKE LANE,1,OPERATION ORANGE CONE, ,61.040945469999997,2011
STRPRD,EDMONDSON AVE, ,BIKE LANE,1,OPERATION ORANGE CONE, ,117.4259587,2011
STRPRD,EDMONDSON AVE, ,BIKE LANE,1,OPERATION ORANGE CONE, ,130.03070104,2011
STRPRD,EDMONDSON AVE,4900 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,356.50996344999999,2011
STRPRD,EDMONDSON AVE,5000 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,571.99985016999995,2011
STRPRD,EDMONDSON AVE,5000 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,609.83993334000002,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,66.538622520000004,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,124.68892473,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,398.23847799999999,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,405.10473934999999,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,430.36277389000003,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,494.50413464000002,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,502.61714110999998,2011
STRPRD,EDMONDSON AVE,5100 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,504.97850443999999,2011
STRPRD,EDMONDSON AVE,5200 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,122.63223821,2011
STRPRD,EDMONDSON AVE,5200 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,137.80915578,2011
STRPRD,EDMONDSON AVE,5200 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,138.83781274,2011
STRPRD,EDMONDSON AVE,5200 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,140.68725642999999,2011
STRPRD,EDMONDSON AVE,5200 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,164.99245008,2011
STRPRD,EDMONDSON AVE,5200 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,264.51803727999999,2011
STRPRD,EDMONDSON AVE,5300 BLK EDMONDSON AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,93.229765599999993,2011
STRPRD,ESSEX ST, ,SHARROW,1,SOUTHEAST BIKE NETWORK, ,8.162432470000001,2010
STRPRD,ESSEX ST,2200 BLK ESSEX ST,SHARROW,1,SOUTHEAST BIKE NETWORK, ,66.014507559999998,2010
STRPRD,ESSEX ST,2200 BLK ESSEX ST,SHARROW,1,SOUTHEAST BIKE NETWORK, ,68.474693579999993,2010
STRPRD,ESSEX ST,2200 BLK ESSEX ST,SHARROW,1,SOUTHEAST BIKE NETWORK, ,240.32511574,2010
STRPRD,ESSEX ST,2300 BLK ESSEX ST,SHARROW,1,SOUTHEAST BIKE NETWORK, ,41.738237499999997,2010
STRPRD,ESSEX ST,2300 BLK ESSEX ST,SHARROW,1,SOUTHEAST BIKE NETWORK, ,181.0677862,2010
STRPRD,ESSEX ST,2300 BLK ESSEX ST,SHARROW,1,SOUTHEAST BIKE NETWORK, ,241.09579728,2010
STRPRD,ETHELBERT AVE,5800 BLK ETHELBERT AVE,SIGNED ROUTE,1,PARK HEIGHTS BIKE NETWORK,NORTHERN,699.88448829000004,2010
STRPRD,EUTAW PL,2200 BLK EUTAW PL, ,1, ,EUTAW,586.15314180999997,0
STRPRD,EUTAW PL,2300 BLK EUTAW PL, ,1, ,EUTAW,658.76796275000004,0
STRPRD,EUTAW PL,2400 BLK EUTAW PL, ,1, ,EUTAW,105.54279968,0
STRPRD,EUTAW PL,2400 BLK EUTAW PL, ,1, ,EUTAW,107.71414505,0
STRPRD,EUTAW PL,2400 BLK EUTAW PL, ,1, ,EUTAW,529.75472889000002,0
STRPRD,EUTAW PL,2500 BLK EUTAW PL, ,1, ,EUTAW,64.030526260000002,0
STRPRD,EUTAW PL,2500 BLK EUTAW PL, ,1, ,EUTAW,78.864094199999997,0
STRPRD,EUTAW PL,2500 BLK EUTAW PL, ,1, ,EUTAW,180.25335028000001,0
STRPRD,FAIRHAVEN AVE,3700 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,279.14391718000002,2007
STRPRD,FAIRHAVEN AVE,3800 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,279.27178136999999,2007
STRPRD,FAIRHAVEN AVE,3900 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,280.75358611000001,2007
STRPRD,FAIRHAVEN AVE,4000 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,281.72589513000003,2007
STRPRD,FAIRHAVEN AVE,4100 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,277.99810796999998,2007
STRPRD,FAIRHAVEN AVE,4200 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,131.36848401,2007
STRPRD,FAIRHAVEN AVE,4200 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,144.83238793000001,2007
STRPRD,FAIRHAVEN AVE,4300 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,11.221877689999999,2007
STRPRD,FAIRHAVEN AVE,4300 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,134.28630039999999,2007
STRPRD,FAIRHAVEN AVE,4300 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,140.69564007,2007
STRPRD,FAIRHAVEN AVE,4400 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,280.86930007000001,2007
STRPRD,FAIRHAVEN AVE,4500 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,138.57612649999999,2007
STRPRD,FAIRHAVEN AVE,4500 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,140.58038730000001,2007
STRPRD,FAIRHAVEN AVE,4600 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,139.39579595000001,2007
STRPRD,FAIRHAVEN AVE,4600 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,141.24185990000001,2007
STRPRD,FAIRHAVEN AVE,4700 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,138.49542360000001,2007
STRPRD,FAIRHAVEN AVE,4700 BLK FAIRHAVEN AVE,BIKE LANE,1,TRAFFIC, ,139.25260951000001,2007
STRPRD,FAIT AVE, ,SHARROW,1,SOUTHEAST BIKE NETWORK, ,5.51371525,2010
STRPRD,FAIT AVE, ,SHARROW,1,SOUTHEAST BIKE NETWORK, ,117.3513356,2010
STRPRD,FAIT AVE, ,SHARROW,1,SOUTHEAST BIKE NETWORK, ,128.49522149000001,2010
STRPRD,FAIT AVE, ,SHARROW,2,SOUTHEAST BIKE NETWORK, ,139.32057655,2010
STRPRD,FAIT AVE,2400 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,88.553573839999999,2010
STRPRD,FAIT AVE,2400 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,196.70843513,2010
STRPRD,FAIT AVE,2500 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,199.09775525000001,2010
STRPRD,FAIT AVE,2500 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,204.07980279,2010
STRPRD,FAIT AVE,2600 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,198.69536353000001,2010
STRPRD,FAIT AVE,2600 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,198.77091618,2010
STRPRD,FAIT AVE,2700 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,90.371371359999998,2010
STRPRD,FAIT AVE,2700 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,108.79343660000001,2010
STRPRD,FAIT AVE,2700 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,203.34485530000001,2010
STRPRD,FAIT AVE,2800 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,96.202053149999998,2010
STRPRD,FAIT AVE,2800 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,103.94672792,2010
STRPRD,FAIT AVE,2800 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,198.75664734,2010
STRPRD,FAIT AVE,2900 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,92.297632179999994,2010
STRPRD,FAIT AVE,2900 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,100.6826629,2010
STRPRD,FAIT AVE,2900 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,104.98939675,2010
STRPRD,FAIT AVE,2900 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,108.26816418,2010
STRPRD,FAIT AVE,3000 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,91.717005929999999,2010
STRPRD,FAIT AVE,3000 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,98.244423699999999,2010
STRPRD,FAIT AVE,3000 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,103.49067386,2010
STRPRD,FAIT AVE,3000 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,105.56359303000001,2010
STRPRD,FAIT AVE,3100 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,85.314384959999998,2010
STRPRD,FAIT AVE,3100 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,115.3500897,2010
STRPRD,FAIT AVE,3100 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,203.34820167000001,2010
STRPRD,FAIT AVE,3200 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,219.78265780999999,2010
STRPRD,FAIT AVE,3200 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,221.41207845,2010
STRPRD,FAIT AVE,3300 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,36.083177110000001,2010
STRPRD,FAIT AVE,3300 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,101.19150592,2010
STRPRD,FAIT AVE,3300 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,132.38615371,2010
STRPRD,FAIT AVE,3400 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,265.65297046000001,2010
STRPRD,FAIT AVE,3500 BLK FAIT AVE,SHARROW,1,SOUTHEAST BIKE NETWORK, ,135.44412007,2010
STRPRD,FAIT AVE,3600 BLK FAIT AVE,SHARROW,2,SOUTHEAST BIKE NETWORK, ,126.05934815000001,2010
STRPRD,FAIT AVE,3700 BLK FAIT AVE,SHARROW,2,SOUTHEAST BIKE NETWORK, ,273.74809626000001,2010
STRPRD,FAIT AVE,3800 BLK FAIT AVE,SHARROW,2,SOUTHEAST BIKE NETWORK, ,271.27106477000001,2010
STRPRD,FAIT AVE,3900 BLK FAIT AVE,SHARROW,2,SOUTHEAST BIKE NETWORK, ,262.54998260000002,2010
STRPRD,FAIT AVE,4000 BLK FAIT AVE,SHARROW,2,SOUTHEAST BIKE NETWORK, ,131.81624177,2010
STRPRD,FAIT AVE,4000 BLK FAIT AVE,SHARROW,2,SOUTHEAST BIKE NETWORK, ,136.25800297999999,2010
STRPRD,FALLSWAY,400 BLK FALLSWAY,SHARROW,1,OPERATION ORANGE CONE, ,133.52734912,2008
STRPRD,FALLSWAY,400 BLK FALLSWAY,SHARROW,1,OPERATION ORANGE CONE, ,270.69507498000002,2008
STRPRD,FALLSWAY,400 BLK FALLSWAY,SHARROW,1,OPERATION ORANGE CONE, ,434.39997082000002,2008
STRPRD,FALLSWAY,500 BLK FALLSWAY,SHARROW,1,OPERATION ORANGE CONE, ,629.65995531999999,2008
STRPRD,FALLSWAY,600 BLK FALLSWAY,SHARROW,1,OPERATION ORANGE CONE, ,242.24576976,2008
STRPRD,FALLSWAY,600 BLK FALLSWAY,SHARROW,1,OPERATION ORANGE CONE, ,301.30140237000001,2008
STRPRD,FALLSWAY,700 BLK FALLSWAY,BIKE LANE,1,OPERATION ORANGE CONE, ,389.00921414999999,2008
STRPRD,FAWN ST,1000 BLK FAWN ST,SIGNED ROUTE,1,SOUTHEAST BIKE NETWORK, ,123.3873541,2010
STRPRD,FAWN ST,1000 BLK FAWN ST,SIGNED ROUTE,1,SOUTHEAST BIKE NETWORK, ,322.99493405999999,2010
STRPRD,FAWN ST,800 BLK FAWN ST,CONTRAFLOW,1,SOUTHEAST BIKE NETWORK, ,129.30270967000001,2010
STRPRD,FAWN ST,800 BLK FAWN ST,CONTRAFLOW,1,SOUTHEAST BIKE NETWORK, ,138.75539535999999,2010
STRPRD,FAWN ST,800 BLK FAWN ST,SIGNED ROUTE,1,SOUTHEAST BIKE NETWORK, ,151.31809805,2010
STRPRD,FAWN ST,900 BLK FAWN ST,SIGNED ROUTE,1,SOUTHEAST BIKE NETWORK, ,332.10034098,2010
STRPRD,FLEET ST,2000 BLK FLEET ST,SHARROW,2,OPERATION ORANGE CONE, ,159.99213247,2008
STRPRD,FRANKFORD AVE, ,SHARROW,2,OPERATION ORANGE CONE, ,162.91787644999999,2010
STRPRD,FRANKFORD AVE,4100 BLK FRANKFORD AVE,SHARROW,2,OPERATION ORANGE CONE, ,371.65907719,2010
STRPRD,FRANKFORD AVE,5500 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,492.03984575999999,2010
STRPRD,FRANKFORD AVE,5600 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,133.57879093,2010
STRPRD,FRANKFORD AVE,5600 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,147.08205054000001,2010
STRPRD,FRANKFORD AVE,5600 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,210.34134141000001,2010
STRPRD,FRANKFORD AVE,5900 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,509.54641350999998,2010
STRPRD,FRANKFORD AVE,6000 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,457.02840232,2010
STRPRD,FRANKFORD AVE,6200 BLK FRANKFORD AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,657.78375958000004,2010
STRPRD,FRANKFORD AVE,6300 BLK FRANKFORD AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,175.8025567,2010
STRPRD,FRANKFORD AVE,6400 BLK FRANKFORD AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,112.94705347,2010
STRPRD,FRANKFORD AVE,6400 BLK FRANKFORD AVE,BIKE LANE,1,OPERATION ORANGE CONE, ,473.48852192999999,2010
STRPRD,FRANKFORD ROAD, ,BIKE LANE,1,OPERATION ORANGE CONE, ,103.85094189,2010
STRPRD,FRANKFORD ROAD,6300 BLK FRANKFORD ROAD,BIKE LANE,1,OPERATION ORANGE CONE, ,103.32098003,2010
STRPRD,FRANKFORD ROAD,6300 BLK FRANKFORD ROAD,BIKE LANE,1,OPERATION ORANGE CONE, ,262.32999255999999,2010
STRPRD,FRANKFORD ROAD,6400 BLK FRANKFORD ROAD,BIKE LANE,1,OPERATION ORANGE CONE, ,165.0344053,2010
STRPRD,FRANKFURST AVE,UNIT BLK FRANKFURST AVE,BIKE LANE,1, , ,313.18967684,2009
STRPRD,FREDERICK AVE, ,BIKE LANE,0,OPERATION ORANGE CONE, ,37.230895580000002,2010
STRPRD,FREDERICK AVE, ,BIKE LANE,2,OPERATION ORANGE CONE, ,9.719140339999999,2010
STRPRD,FREDERICK AVE, ,BIKE LANE,2,OPERATION ORANGE CONE, ,12.12232689,2010
STRPRD,FREDERICK AVE, ,BIKE LANE,2,OPERATION ORANGE CONE, ,44.475809009999999,2010
STRPRD,FREDERICK AVE, ,BIKE LANE,2,OPERATION ORANGE CONE, ,61.55608505,2010
STRPRD,FREDERICK AVE, ,BIKE LANE,2,OPERATION ORANGE CONE, ,107.87852451000001,2010
STRPRD,FREDERICK AVE,2700 BLK FREDERICK AVE,BIKE LANE,0,OPERATION ORANGE CONE, ,196.87927869000001,2010
STRPRD,FREDERICK AVE,2800 BLK FREDERICK AVE,BIKE LANE,0,OPERATION ORANGE CONE, ,137.67837478000001,2010
STRPRD,FREDERICK AVE,2800 BLK FREDERICK AVE,BIKE LANE,0,OPERATION ORANGE CONE, ,222.54488934,2010
STRPRD,FREDERICK AVE,2800 BLK FREDERICK AVE,BIKE LANE,0,OPERATION ORANGE CONE, ,587.31077146999996,2010
STRPRD,FREDERICK AVE,2800 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,16.26789398,2010
STRPRD,FREDERICK AVE,2800 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,247.12434629000001,2010
STRPRD,FREDERICK AVE,2900 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,251.59664971999999,2010
STRPRD,FREDERICK AVE,2900 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,423.21844425,2010
STRPRD,FREDERICK AVE,3000 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,453.90761365999998,2010
STRPRD,FREDERICK AVE,3000 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,482.94349878000003,2010
STRPRD,FREDERICK AVE,3200 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,144.35055306999999,2010
STRPRD,FREDERICK AVE,3200 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,210.81802198,2010
STRPRD,FREDERICK AVE,3200 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,272.45938827999998,2010
STRPRD,FREDERICK AVE,3300 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,154.48411881000001,2010
STRPRD,FREDERICK AVE,3300 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,377.51435659999999,2010
STRPRD,FREDERICK AVE,3400 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,340.77737736,2010
STRPRD,FREDERICK AVE,3500 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,685.87803675999999,2010
STRPRD,FREDERICK AVE,3700 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,618.80534094999996,2010
STRPRD,FREDERICK AVE,3800 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,314.074569,2010
STRPRD,FREDERICK AVE,3900 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,276.55640641000002,2010
STRPRD,FREDERICK AVE,4000 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,75.993246209999995,2010
STRPRD,FREDERICK AVE,4000 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,141.07499806000001,2010
STRPRD,FREDERICK AVE,4000 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,190.85359541,2010
STRPRD,FREDERICK AVE,4100 BLK FREDERICK AVE,BIKE LANE,2,OPERATION ORANGE CONE, ,104.82458086,2010
